,Unnamed: 0,公司名称,注册地址-国家代码,全球行业分类标准（GICS）代码,最新的报表日期,报表模板（3类）,合并报表代码,"总收入
千 CNY
最新可用年份","员工数量
最新可用年份",ISIN索引号,公司简介,主营业务单元情况,主要经营活动,主要产品和服务,国内主要国家,国外主要国家或地区,公司成立日期,公司成立年份
4364,4365.0,Koyo International Limited,SG,20103010.0,2023-12-31,IND,C1,318243.97172615,n.a.,SG1X69942156,"This is a holding company primarily whose subsidiaries are engaged in the provision of integrated mechanical and electrical engineering (M&E) services. Incorporated in January of 2001, the company was formerly known as Cyber Village Holdings Limited. Its head office is located in Singapore City, Singapore.As a holding company, it provides group planning and strategy. In particular, the company also exercises financial control over its subsidiaries, settles their general policy and appoints their top managements as well as provides central services.The Company operates through four segments: Mechanical Engineering, which designs and installs air-conditioning and mechanical ventilation, plumbing and sanitary installation, fire prevention and protection system, as well as integrated systems; Electrical Engineering, which designs and installs high and low tension electrical distribution systems, as well as communications, audio-visual and securities systems; Facilities Management, which provides maintenance, repair and replacement services, and Supply of Construction Materials, which is engaged in the supply of construction materials, including reclamation sand, construction sand, armor rock, granite and other aggregates. It offers a suite of clean technologies, such as solar heat collector arrays and hot water storage tanks.The company's business philosophy is to provide better quality and service for all integrated m&e engineering works.",A holding company primarily whose subsidiaries are engaged in the provision of integrated mechanical and electrical engineering (M&E) services,Services,Holding company,Singapore,,2001-01-04,2001.0
2993,2994.0,UMS Holdings Limited,SG,45301010.0,2023-12-31,IND,C1,1624765.41593849,n.a.,SG1J94892465,"This company, formerly known as Norelco UMS Holdings Limited, is an investment holding company whose subsidiaries are engaged in the manufacture and provision of vertical integration solutions of high precision components for the oil and gas, aerospace, and semiconductor industries. It was founded in 1984 and is headquartered in Singapore, Singapore.The company is involved in the assembly and integration of equipment and automated assembly lines; design and building of automated machines; supply of industrial components; precision machining of medical and wafer fabrication equipment parts; provision of electroplating and anodising services; and precision machining of machine parts. It is also engaged in the manufacture of aircraft; assembly, processing, design, and distribution of aerospace components and parts; manufacture of precision machining components; assembly and integration of equipment and automated assembly lines; and manufacture and refurbishment of wafer fabrication equipment parts.The company has operations in Singapore, Malaysia, China and United States. It aims to be a world class supplier of contract manufacturer, semiconductor, medical components and services through vertically integrated contract manufacturing solutions.","An investment holding company whose subsidiaries are engaged in the manufacture and provision of vertical integration solutions of high precision components for the oil and gas, aerospace, and semiconductor industries",Services; Manufacturing,"Assembly and integration of equipment and automated assembly lines; design and building of automated machines; supply of industrial components; precision machining of medical and wafer fabrication equipment parts; provision of electroplating and anodising services; and precision machining of machine parts; Aircraft; assembly, processing, design, and distribution of aerospace components and parts; manufacture of precision machining components; assembly and integration of equipment and automated assembly lines; and manufacture and refurbishment of wafer fabrication equipment parts",Singapore,"Malaysia, China, United States",2001-01-17,2001.0
5969,5970.0,Santak Holdings Limited,SG,20106020.0,2023-12-31,IND,C1,46570.4580453896,n.a.,SG1J68891147,"This company operates as an investment holding company. It was established in 1978 and conducts business from its registered head office located in Singapore, Singapore. The company, through its subsidiaries, manufactures and trades in precision engineering and assembly products. Its Precision Engineering and Assembly segment manufactures precision machined components and sub-assembly products for multi-national companies and other contract manufacturers. Its Trading and Distribution segment engages in sourcing and supplying custom-made electronic, electrical, and mechanical components/products. The company operates in Singapore and other ASEAN countries, North Asia, the United States, Europe, and internationally.",Operates as an investment holding company,Services,Investment holding company,Singapore,North Asia; United States; Europe,2001-02-17,2001.0
4245,4246.0,SEN YUE Holdings Limited,SG,20107010.0,2023-09-30,IND,C1,367625.277255582,n.a.,SG1M25902545,"The company is an investment holding company for a group involved in the manufacture and sale of perforated materials, speaker nets, and other metal components, the provision of electro-deposition coating services and in the and design and manufacture of tool and die. Its subsidiaries include Hong Nam Industries Sdn Bhd, which specializes in Electro-deposition process in Sungai Petani ED Coating for micro-motor and other metal parts; PNE Precision Sdn Bhd, which designs and fabricates metal stamping toolings, perforation toolings, speaker net toolings and PCB toolings; CED Systems Sdn Bhd, which is active in Electro-deposition process in Johor, ED coating for speaker nets and other metal parts; and PNE-Gin Lin Sdn Bhd, which is involved in speaker net forming. The company was incorporated September 2006 and its headquarters is located in Singapore, Singapore. Its shares are listed on the Singapore Stock Exchange under the ticker symbol 5BS.","Investment holding company for a group involved in the manufacture and sale of perforated materials, speaker nets, and other metal components, the provision of electro-deposition coating services and in the and design and manufacture of tool and die",Manufacturing,"Perforated materials, speaker nets, and other metal components; Electro-deposition coating services; Tool and die",Singapore,,2001-09-07,2001.0
1734,1735.0,Indofood Agri Resources LTD,SG,30202030.0,2023-12-31,IND,C1,7533063.14150198,n.a.,SG1U47933908,"This company, formerly known as Cityaxis Holdings Limited, is engaged in breeding oil palm seeds, and cultivating oil palm, as well as branding and marketing palm oil-based liquid cooking oils, margarines, shortening and other palm oil derivative products. It was incorporated in October 2001 and has its registered office located in Singapore City.The company markets its products under various brands, including Bimoli, Delima, Happy Salad Oil, Mahakam, Simas Palmia, and Amanda. It is also involved in the cultivation of rubber, sugar cane and other crops as well as crushing of copra. The company exports its products to the Philippines, Papua New Guinea and Timor Leste.","Engaged in breeding oil palm seeds, and cultivating oil palm, as well as branding and marketing palm oil-based liquid cooking oils, margarines, shortening and other palm oil derivative products",Manufacturing,Breeding oil palm seeds; cultivating oil palm; branding and marketing palm oil-based liquid cooking oils; margarines; shortening and other palm oil derivative products; Cultivation of rubber; sugar cane and other crops as well as crushing of copra,Singapore,,2001-10-05,2001.0
4202,4203.0,Darco Water Technologies LTD,SG,20106020.0,2023-12-31,IND,C1,382767.16092756,n.a.,SG1CC9000009,"This company operates as an investment holding company in Singapore. It was incorporated in October 2001 and its registered business office is located in Singapore, Singapore.The company is organized into three segments: EW Systems, WM Services, and Trading. The EW Systems segment is involved in the design, fabrication, assemble, installation, and commissioning of engineered water systems for industrial applications. The WM Services segment services and maintains product water and wastewater systems. The Trading segment is involved in trading and supplying chemicals, electrical controls, and other related instruments used in water treatment systems.The company primarily operates in Singapore, Malaysia, Taiwan, Thailand, Indonesia, and China. Its mission is to be the water company of choice by providing customer driven multi-technology solutions.",Operates as an investment holding company in Singapore,Services,An investment holding company,Singapore,Malaysia; Taiwan; Thailand; Indonesia; and China,2001-10-13,2001.0
1623,1624.0,Capitaland Integrated Commercial Trust,SG,60107010.0,2023-12-31,IND,C1,8637769.72173953,n.a.,SG1M51904654,"The company operates as a real estate investment trust. Its registered head office is located in Singapore.The company owns and invests in income producing assets which are predominantly used, for retail purposes primarily in Singapore. Its portfolio comprises 13 retail malls, spread across Singapore in the suburban and central areas, including Tampines Mall, Junction 8, Funan DigitaLife Mall, IMM Building, Plaza Singapura, Hougang Plaza, Sembawang Shopping Centre, Jurong Entertainment Centre, Bugis Junction, Raffles City (40% interest), Lot One Shopper's Mall, Bukit Panjang Plaza (90 out of 91 strata lots) and Rivervale Mall.The company's mission is to deliver stable distributions and sustainable total returns to unitholders. The company is controlled and operated by the Singapore-based CapitaLand Retail Limited, a holding firm engaged in the management activities of holding companies. The company shares are traded on the Singapore Exchange under the ticker symbol, C38U.",Operates as a real estate investment trust,Services,Real estate investment trust,Singapore,,2001-10-29,2001.0
5895,5896.0,THE Place Holdings Limited,SG,50201010.0,2023-12-31,IND,C1,50963.0260972013,n.a.,SG1Q02920318,"This company, based in Singapore, is an investment holding firm that operates as an integrated printed circuit board (PCB) service provider. It was incorporated in 2001 and has its registered head office based in Singapore.The company offers four outsourcing services, namely, PCB manufacturing, laser drilling, mechanical drilling and routing to leading PCB manufacturers. It has six manufacturing plants, one based in Taiwan and the other five are located in China. In addition, the five Shanghai plants offer a suite of services for PCB manufacturing, which include production of inner-layer boards and outer-layer boards, mechanical drilling, laser drilling, routing and mass lamination.",An investment holding firm that operates as an integrated printed circuit board (PCB) service provider,Services,An investment holding firm that operates as an integrated printed circuit board (PCB) service provider,Singapore,Taiwan; China,2001-12-01,2001.0
1710,1711.0,Siic Environment Holdings LTD,SG,55104010.0,2023-12-31,IND,C1,7725390,n.a.,SG1BI7000000,"The company, formerly known as Asia Water Technology Ltd., is engaged in the provision of engineering solutions for water purification and wastewater treatment systems. It was incorporated in 2002. The registered business office of the company is located in Singapore, Singapore.The company operates in three segments: Water Purification Treatment, Wastewater Treatment, and Others.The Water Purification Treatment segment engages in the design, assembly, installation, and commissioning of water purification treatment systems; technology development of such water purification systems; and treatment of raw water drawn from underground, and treatment and supply of tap water and potable water.The Wastewater Treatment segment involves in the supply and installation of equipment to be used in industrial and municipal wastewater treatment systems; and treatment of industrial wastewater and sewage.The Others segment engages in the trading of water treatment equipment and peripheral contracts, which include coal conveying control system and chemical cleaning.The company is also involved in the design and implementation of automated control systems; provision of consultancy and management services to water treatment projects; treatment and supply of water through piping network; and construction and operation of drainage, sewage pipeline, pumping stations, and other related facilities.It is a global company with operating subsidiaries in Virgin Islands (British), China, Singapore, and Hong Kong.",Engaged in the provision of engineering solutions for water purification and wastewater treatment systems,Services,"Operates in three segments: Water Purification Treatment, Wastewater Treatment, and Others; Involved in the design and implementation of automated control systems; provision of consultancy and management services to water treatment projects; treatment and supply of water through piping network; and construction and operation of drainage, sewage pipeline, pumping stations, and other related facilities",Singapore,Virgin Islands (British); China; Hong Kong,2002-01-01,2002.0
2830,2831.0,Kingsmen Creatives LTD,SG,20202020.0,2023-12-31,IND,C1,1977492.18357286,n.a.,SG1W76939881,"This company, headquartered in Singapore, is a communications design and production group in Asia Pacific specialising in the fields of design consultancy, project management and construction. It was established in 1976.The company's core expertise covers research and design, retail and office interiors, exhibitions, museums, events, graphics and integrated marketing communications. Its core operations are organized into several service lines: interior works, exhibitions, museums, integrated marketing solutions, retail systems, out-of-home media, environmental graphics, temporary structures, and rental services. The interior works division focuses on designing the interior of buildings and establishments such as banks, shopping centers, eateries, corporate offices, and showrooms. This division has a team of designers who combine creativity and functionality in transforming space into signature interiors. The exhibitions division provides a comprehensive range of services including design and construction of custom exhibits, systems-booth rental, show services, graphics, audio-visual/lightings and logistic management. The museums division provides interior works for museums and permanent exhibits, handling research and sourcing of the rarest materials. The integrated marketing communications division offers a range of effective marketing and branding services through collaboration with partners as well as other specialists in the industry in areas such as public relations, sponsorship, and promotions. This division manages an extensive range of events including product launches, press and public events and promotion of shopping malls. The retail systems division maintains advanced full-fledged manufacturing facilities in China, Singapore, Indonesia, and Malaysia, which deliver custom fixture design and manufacturing of high quality. Its Out-of-Home Media (OOH) division is an integrated communication specialist that incorporates OOH advertising and media solutions to clients and business partners in local and foreign markets. The environmental graphics division designs and develops acrylic and three-dimensional signages for shopping malls, museums, theme parks, and events. The temporary structures division provides state-of-the-art temporary structures for large-scale outdoor special events. The rental services division rents more than 100 furniture for conventional office set-ups or open and welcoming registration section. It is a member of the following organizations: Exhibit Designers & Producers Association (EDPA), International Federation of Exhibition and Event Services (IFES), Singapore Association of Convention and Exhibition Organizers and Suppliers (SACEOS), and Malaysia Association of Convention and Exhibition Organizers and Suppliers (MACEOS). It serves its clients through a network of 16 offices in the Asia Pacific and Middle East regions.","A communications design and production group in Asia Pacific specialising in the fields of design consultancy, project management and construction",Services,"Research and design; retail and office interiors; exhibitions; museums; events; graphics and integrated marketing communications; Interior works, exhibitions, museums, integrated marketing solutions, retail systems, out-of-home media, environmental graphics, temporary structures, and rental services",Singapore,,2002-01-01,2002.0
4003,4004.0,OKP Holdings LTD,SG,20103010.0,2023-12-31,IND,C1,494152.280153505,n.a.,SG1M55904841,"This company is an investment holding firm for a group that offers road and building construction and road maintenance in Singapore. It manages the activities of the group through holding its securities or other equity interests for the purpose of owning a controlling interest or influencing the management decisions of its subsidiaries. The company was incorporated in 2002. Its head office is based in Singapore, Singapore. The company leads, directs and coordinates the activities of the group. Through its subsidiaries, it is a leading home-grown infrastructure and civil engineering company in Singapore. The construction segment specialises in the construction of airport runways and taxiways, expressways, flyovers, vehicular bridges, urban and arterial roads, airport infrastructure and oil and gas related infrastructure for petrochemical plants and oil storage terminals. Its clients include the Housing & Development Board, JTC Corporation, Land Transport Authority, National Parks Board, Public Utilities Board and Urban Redevelopment Authority. The maintenance division offers maintenance of roads and road related facilities and construction-related works. Some of its maintenance projects are the maintenance of roads in East and West Sectors and the painting and cleansing of road related facilities. The company tenders for both public and private civil engineering and infrastructure construction projects.",An investment holding firm for a group that offers road and building construction and road maintenance,Services,Investment holding firm (road and building construction and road maintenance ),Singapore,,2002-02-15,2002.0
4063,4064.0,Straco Corporation Limited,SG,25301030.0,2023-12-31,IND,C1,456483.956516443,n.a.,SG1P15916395,"This company is a developer, operator and investor of premier attractions and tourism-related projects. The company was incorporated in 2002, and has its registered head office in Singapore, Singapore.The company is a leading Singapore developer, operator and investor of premier attractions and tourism-related projects. It has been one of the first few foreign companies that has managed to build up significant presence and influence in the tourism industry in China. The company showcases high quality tourism-related projects, incorporating entertainment, education and culture to create a unique experience for visitors and audiences. These projects include giant observation wheels, large-scale public aquariums, cable-car facilities, the protection and redevelopment of historical sites. The company's projects include Singapore Flyer, one of the world's largest observation wheels; Shanghai Ocean Aquarium, one of the most popular major aquatic attractions in Shanghai; Underwater World Xiamen, an aquatic facility that provides a magnificent backdrop to the marine animal shows that entertain visitors daily; and The Lixing cable-car service, a pioneer in Western China in building a cable-car service of international standards that offers a spectacular view of the mountain. The company also owns the development right to CYG, an integral part of the restoration project for the grand Hua Qing Palace. It is committed to create a unique and enriching visitor experience for all by providing high quality attractions and tourism-related projects with a key focus on cultural and environmental sustainability.","A developer, operator and investor of premier attractions and tourism-related projects",Services,Premier attractions and tourism-related projects,Singapore,,2002-04-25,2002.0
3257,3258.0,Silverlake Axis Limited,SG,45103010.0,2023-12-31,IND,C1,1193604.87276084,2850,SGXE58461943,"This company is a holding firm that provides a comprehensive management holding services to its operating companies and enterprises engaged in the provision of management and investment consultancy services. It was founded in 2021 and it conducts business from its registered head office located in Singapore, Singapore.As a holding company, it administers, oversees, and manages other companies or enterprises that normally undertake the strategic or organizational planning and decision-making role of the company. In particular, the company also exercises financial control over its subsidiaries, settles their general policy and appoints their top managements as well as provides central services. In addition, the company offers its services to private individuals, small traders, entrepreneurial subjects, corporate and state non-profit organizations.",A holding firm that provides a comprehensive management holding services to its operating companies and enterprises engaged in the provision of management and investment consultancy services,Services,Management and administrative services,Singapore,,2002-07-29,2002.0
5243,5244.0,Zhongxin Fruit and Juice Limited,SG,30202030.0,2023-12-31,IND,C1,114778,n.a.,SG1P25916898,"This company operates as an investment holding company that is engaged in the production and marketing of apple juice concentrates. It is also involved in the production of animal feed using apple pomace generated from the production process of apple juice concentrate. The company was established in September 2002 under the name of New Lakeside Holdings Pte Ltd. It is headquartered in Singapore, Singapore.The company operates as a subsidiary of New Lakeside Investment, Ltd. and is organized into two business segments: fruit juice concentrate and apple pomace animal feed. Its apple juice concentrate are mostly sold to multinational food and beverage trading and manufacturing companies. The animal feed is mostly sold to dairy farms in China as food supplement for livestock and to animal feed manufacturers as additives in their feed processing.The company has three manufacturing plants in Xuzhou and Yuncheng (two plants), in China. Its subsidiary in Xuzhou carries out the responsibility of producing and selling fruit juice concentrates and apple pomace animal feed. Also, the company has related activities in Europe, United States, Canada, Russia, Australia, South Africa, Saudi Arabia, Serbia, New Zealand and other countries in Asia.",Operates as an investment holding company that is engaged in the production and marketing of apple juice concentrates,Services,Apple juice concentrates,Singapore,Europe; United States; Canada; Russia; Australia; South Africa; Saudi Arabia; Serbia; New Zealand; Asia,2002-09-27,2002.0
1677,1678.0,Capitaland Ascendas Reit,SG,60102510.0,2023-12-31,IND,C1,8016792.26449073,n.a.,SG1M77906915,"This company is engaged in the provision of real estate services. The registered business office of the company is located in the city of Singapore, Singapore. The company covers project development and management, financing, risk management, as well as the sale and rental of residential, commercial and retail projects to owners, tenants and investors. It also caters other activities related to real estate. In addition, the company offers interior and exterior renovations, remodeling, building additions, ground up construction of new buildings, and other related infrastructures. This provider of real estate services is active and operational in the country.",Engaged in the provision of real estate services,Services,"Covers project development and management, financing, risk management, as well as the sale and rental of residential, commercial and retail projects to owners, tenants and investors; Caters other activities related to real estate; Offers interior and exterior renovations, remodeling, building additions, ground up construction of new buildings, and other related infrastructures",Singapore,,2002-10-09,2002.0
4696,4697.0,Asiatic Group (Holdings) LTD,SG,55105010.0,2023-12-31,IND,C1,215081.871904761,n.a.,SG1N86910089,"This an investment holding company whose subsidiaries are engaged in the manufacture, supply, installation, and maintenance of fire fighting and protection equipment. With registered office located in Singapore, the company was incorporated in October 2002.The company produces fire protection products that include extinguishers, hose reels, hydrants, emergency lighting, and alarm systems. It also provides engineering, procurement, and construction, as well as operation and maintenance services for power plant projects. In addition, the company offers controlled power supply solutions that protect the data and business operations in the semiconductors, finance, and telecommunications industries. In addition, the company distributes precision gear products, including elevator gear drives and planetary gear reducers for applications in robotics and machine tools, packing, conveyor systems and process technology, paper and printing machines, medical technology, and aerospace industries.The company has business operations in Malaysia, Thailand, Cambodia, and the People's Republic of China.","An investment holding company whose subsidiaries are engaged in the manufacture, supply, installation, and maintenance of fire fighting and protection equipment",Services,Investment holding,Singapore,,2002-10-25,2002.0
4640,4641.0,Ecowise Holdings Limited,SG,20201050.0,2023-10-31,IND,C1,226394.879263164,n.a.,SG1N88910129,"This company is an investment holding company that is engaged in the provision of integrated environmental solutions. The company was founded in 1979 and listed on SGX-SESDAQ in 2003. The registered business address of the company is located in Singapore, Singapore.Through its subsidiaries, the company operates in four business segments: renewable energy, recovery of industrial materials, recycling of organic materials and provision of integrated environmental management solutions. The group operates in the collection and recycling of wood waste, horticultural waste and used copper slag. The recycled used copper slag is mainly sold to contractors and companies largely dealing in abrasives and surface treatment.The company is a member of the following organizations: Waste Management and Recycling Association of Singapore (WMRAS), Sustainable Energy Association of Singapore (SEAS), and Singapore Water Association (SWA).",Investment holding company that is engaged in the provision of integrated environmental solutions,Services,Integrated environmental solutions,Singapore,,2002-11-12,2002.0
5354,5355.0,Captii Limited,SG,45201020.0,2023-12-31,IND,C1,99796.9494776809,n.a.,SG1BA0000004,"This company is an investment holding company, through its subsidiaries, provides telecommunications proprietary and customized solutions, as well as distributes telecommunications products in Singapore. It was founded in 1998 and conducts its business from its registered office located in Singapore, Singapore. The company's operations are organized in three business divisions: Proprietary Solutions, Distribution and Operation Support Systems. The Proprietary Solutions division develops a range of network infrastructure and solutions for various mobile value-added services, including software and system development, solution and system implementation, operations support and turnkey services for telecom operators and telecom service providers. The Distribution division is involved in the distribution of telecommunications and information technology equipments, products, and appliances; design and development of telecommunications solutions. The Operation Support Systems provides project management, system integration, and maintenance and support services for the telecommunications industry. The company operates in Southeast Asian countries, Greater China, North America and other countries.","An investment holding company, through its subsidiaries, provides telecommunications proprietary and customized solutions, as well as distributes telecommunications products",Services,"An investment holding company, through its subsidiaries, provides telecommunications proprietary and customized solutions, as well as distributes telecommunications products",Singapore,,2002-12-27,2002.0
5862,5863.0,Universal Resource and Services Limited,SG,10101020.0,2016-09-30,IND,C1,52628.9462676336,n.a.,SG1BI3000004,"The company, founded in 1995, is a Singaporean-based holding company that, through its subsidiaries, provides petro-engineering technical services, drilling and extraction services to its customers in the People's Republic of China (PRC). The company's corporate office is located in Singapore City, Singapore.It is one of the leading one-stop providers of petro-engineering technical, drilling and extraction services to the PRC oil and gas industry clients with marginal oil wells and geographically challenging oilfields. The company provides its services to the different oilfield owners located at the Dagang oilfield, Ke'erqin oilfield and Liaohe oilfield.","A Singaporean-based holding company that, through its subsidiaries, provides petro-engineering technical services, drilling and extraction services",Services,"Petro-engineering technical services, drilling and extraction services",Singapore,,2003-01-01,2003.0
3027,3028.0,A Sonic Aerospace Limited,SG,20301010.0,2023-12-31,IND,C1,1551282.73802482,n.a.,SG1CH8000009,"This company is an investment holding firm that is engaged in aviation and logistics solutions businesses in Asia, North America, Sub-Continent India, and Europe. It was incorporated in 2003 and conducts business from its registered head office which is strategically located in Singapore, Singapore.The company operates in 36 cities in 13 countries, spanning three continents in Asia, Americas and Europe. Its Aerospace Engineering-Related business supplies aircraft systems and components to airlines and aviation maintenance repair organizations. This business is also involved in the purchase, upgrade/retrofit, sale, or lease of aircraft. The company's Logistics Solutions business provides supply chain management services, such as international and domestic multi-modal transportation, warehousing, distribution, and customs clearance; airport ground services. This business also acts as an air cargo general sales agent for various international airlines. Furthermore, the company also provides services to land transportation; freight forwarding, packing and crating services, and business and management consultancy services; and customs clearance services.","An investment holding firm that is engaged in aviation and logistics solutions businesses in Asia, North America, Sub-Continent India, and Europe",Services,"Business supplies aircraft systems and components to airlines and aviation maintenance repair organizations; Provides supply chain management services, such as international and domestic multi-modal transportation, warehousing, distribution, and customs clearance; airport ground services; Land transportation; freight forwarding, packing and crating services, and business and management consultancy services; and customs clearance services",Singapore,Asia; North America; Sub-Continent India; Europe,2003-01-01,2003.0
5572,5573.0,Wilton Resources Corporation Limited,SG,15104030.0,2023-12-31,IND,C1,76381.2865206231,n.a.,SG2G45999965,"The company, formerly known as Vita Holdings Limited, operates as an investment holding company that, through its subsidiaries, is engaged in property management/leasing and hospitality business. It was established in 1998 and conducts its business from its registered head office strategically located in Singapore City. The company is looking focus on property management and hotel operations and is divesting its shipping vessels. Its property management segment comprises of warehouse, office and dormitory leasing, managing 10 properties in Singapore. The company aims to continue to maintain a diversified portfolio of properties to ensure stable rental income and minimize dependence on a particular sector. In addition, the company strives to continue to maintain an efficient shipping fleet.","Operates as an investment holding company that, through its subsidiaries, is engaged in property management/leasing and hospitality business",Services,An investment holding company,Singapore,,2003-01-01,2003.0
3364,3365.0,Gallant Venture LTD,SG,55103010.0,2023-12-31,IND,C1,1050243.57140186,n.a.,SG1T37930313,"This company is engaged in property development activities. The company has its registered office located in Singapore, Singapore. It was incorporated in April 2003 under the name of Gallant Venture Pte Ltd. The company is traded on the Singapore Exchange Securities Trading under the ticker symbol 5IG. It operates in four segments: Industrial park, which is engaged in activities consisting of the development, construction, operation and maintenance of industrial properties in Batam and Bintan together with the supporting infrastructure activities; Utilities, which is engaged in the activities of provision of electricity and water supply, telecommunications services and waste management and sewage treatment services to the industrial parks in Batam and Bintan as well as resorts, including ferry terminal operations, workers accommodation, security and fire fighting service; Resort operations that is engaged in the activities of provision of services to resort operators in Bintan, and Property development, which is engaged in the activities of developing industrial and resort properties in Batam and Bintan.",Engaged in property development activities,Services,Property development activities,Singapore,,2003-01-01,2003.0
2766,2767.0,Dyna-Mac Holdings LTD,SG,10101020.0,2023-12-31,IND,C1,2102719.17923958,n.a.,SG2C93967918,"The company is a Singapore based enterprise engaged in the manufacture and sale of construction and mining machinery and equipment. The company was incorporated in the year 2003. Its registered business office is based in Singapore, Singapore. It is registered as a limited company.The company comprises its business activities in the manufacture of heavy machinery and equipment of a type used primarily by the construction industries, such as bulldozers; concrete mixers; cranes, except industrial plant overhead and truck-type cranes; dredging machinery; pavers; and power shovels. It is also involved in the manufacture of elevating platforms, ship cranes and capstans, aerial work platforms, and automobile wrecker hoists.",Engaged in the manufacture and sale of construction and mining machinery and equipment,Manufacturing,Construction and mining machinery and equipment,Singapore,,2003-01-01,2003.0
6264,6265.0,Adventus Holdings Limited,SG,25301020.0,2023-12-31,IND,C1,30988.467022004,n.a.,SG1P24916816,"This is a holding company primarily engaged in the management and administration of its subsidiaries and affiliates. The company was incorporated in February 2003 under the name SNF Corporation Pte Ltd. It has a registered office located in Telok Blangah House, Singapore.As a holding company, it provides group planning and strategy. In particular, the company also exercises financial control over its subsidiaries, settles their general policy and appoints their top managements, as well as provides central services. It is a holding company that owns enough voting stock in another company to control management and operations by influencing or electing its board of directors.One of the company's subsidiaries is Apphia Advanced Material Pte Ltd, a leading company specialised in sputtering target manufacturing and providing the service of thin film (PVD - Physical Vapor Deposition) material solutions. Apphia Advanced Materials is providing seamless one stop solutions for its customers' thin film materials solutions through proactive approach to understanding customers' needs by optimising the manufacturing and business processes.",Holding company primarily engaged in the management and administration of its subsidiaries and affiliates,Services,Management and administration of its subsidiaries and affiliates,Singapore,,2003-01-01,2003.0
1004,1005.0,Comfortdelgro Corporation LTD,SG,20304040.0,2023-12-31,IND,C1,21021774.2282311,n.a.,SG1N31909426,"This company is a holding firm for subsidiaries engaged in providing land transportation and integrated services. It was founded in March 2003 through the merger of two land transport corporations, Comfort Group and DelGro Corporation. The company has its registered head office in Singapore, Singapore.The company, through its subsidiaries, is considered as the second largest public listed passenger land transport company in the world. The company, through its subsidiaries, offers bus, taxi, rail, car rental and leasing, automotive engineering services, inspection and testing services, driving center, insurance broking services, and outdoor advertising. In addition to Singapore, the company is active in the United Kingdom, Ireland, Australia, Vietnam, Malaysia and China. Further, the company's common shares are traded on the Singapore Exchange under the stock code C52.",A holding firm for subsidiaries engaged in providing land transportation and integrated services,Services,"Bus, taxi, rail, car rental and leasing, automotive engineering services, inspection and testing services, driving center, insurance broking services, and outdoor advertising",Singapore,"United Kingdom, Ireland, Australia, Vietnam, Malaysia and China",2003-01-01,2003.0
5929,5930.0,Alpha DX Group Limited,SG,25302010.0,2022-06-30,IND,C1,49301.4401345979,n.a.,SG2D85975506,"The company operates as a holding company, based in Singapore. Headquartered in Singapore, the company was incorporated in Singapore under the name of JK Tech Investments Pte Ltd. in October 2003. Its present name was adopted in July 2011. The company's subsidiary is JK Technology Pte. Ltd., which is one of the leading one-stop providers of IT products, services and solutions in Singapore. Its business covers two major business segments, namely the supply and delivery business and the systems integration and services business. Together with its subsidiaries, the company supplies and sells a broad range of IT products from different IT vendors, comprising computer hardware and software products.",Operates as a holding company,Services,Holding company,Singapore,,2003-01-01,2003.0
3520,3521.0,Envictus International Holdings Limited,SG,30101020.0,2023-09-30,IND,C1,889970.621894407,2300,SG1CF4000007,"The company, incorporated in December 2003 under the name Etika Corporation Private Limited, is a holding company that is engaged in the manufacture, distribution, and sale of dairy products in Malaysia and internationally. The company operates in four divisions: Dairies, Frozen Food, Packaging, and Others. The Dairies division engages in the production and sale of sweetened condensed milk and evaporated milk for domestic and export markets. It also repacks and distributes other products, such as full cream milk powder, instant coffee powder, and tea dust. This division offers its products under the Dairy Champ brand name. The Dairies division markets and distributes its products to wholesalers, dealers, retailers, on-premise business operators, and hypermarkets. The Frozen Foods division operates as a manufacturer, wholesaler, and distributor of foodstuff, value added frozen food, and related food provisions. The Packaging division manufacturers and distributes local tin can catering to food and nonfood businesses. This division also supplies its products to condensed and evaporated milk manufacturers. The Others division consists of Nutrition and Beverage divisions. The Nutrition division markets branded sports nutrition and health food supplement products to athletes and mass consumers. The Beverage division manufactures carbonated and non-carbonated canned drinks.","Holding company that is engaged in the manufacture, distribution, and sale of dairy products in Malaysia and internationally",Services,Dairy products,Singapore,,2003-01-01,2003.0
2895,2896.0,Valuemax Group Limited,SG,40202010.0,2023-12-31,IND,C1,1824624.77553792,n.a.,SG2G29997704,"The company is engaged in the management activities of a holding company. It was incorporated in 2003, and has its registered business office located in Singapore, Singapore.The company handles the administrative affairs and services of a holding company and grants management services to its subsidiaries. It also provides financial support and control function for the board. Furthermore, the company is responsible for managing the group and its overall legal structure, tax planning, financial and equity structures. In addition, it is involved in matters of policy, strategic planning, marketing, selecting and manning senior management positions, approving investments and budgets, and the overall ongoing monitoring of the group companies' performance.",Engaged in the management activities of a holding company,Services,Management activities of a holding company,Singapore,,2003-01-01,2003.0
